# Nygaard Kirkwood HullRadSAS SAXS_weights
6.015546351378080914e+00 4.493895530700683594e+00 5.746000000000000441e+00 3.295000000000000131e-05
6.212692064672974190e+00 4.708720684051513672e+00 5.631000000000000227e+00 4.052999999999999989e-05
6.273500654808218613e+00 4.822709560394287109e+00 6.052999999999999936e+00 5.854200000000000294e-05
6.797787908608972529e+00 5.218271732330322266e+00 6.788999999999999702e+00 4.450800000000000145e-05
6.773339599479500706e+00 5.561591625213623047e+00 7.084999999999999964e+00 7.847100000000000136e-05
5.943377937664275024e+00 4.571040153503417969e+00 5.866999999999999993e+00 3.739400000000000146e-05
5.451120210741537520e+00 4.278872966766357422e+00 5.485000000000000320e+00 2.692599999999999936e-05
4.899446905148600706e+00 3.900239229202270508e+00 5.057000000000000384e+00 1.231799999999999963e-05
5.146974262271333700e+00 4.332161426544189453e+00 5.378000000000000114e+00 4.454599999999999668e-05
5.001970106137581418e+00 4.214250087738037109e+00 5.139999999999999680e+00 3.750999999999999831e-05
5.193186842992885133e+00 4.334424018859863281e+00 5.487000000000000099e+00 3.334000000000000266e-05
5.514894280640908697e+00 4.691383361816406250e+00 6.201999999999999957e+00 7.595999999999999779e-05
6.134361432781683554e+00 5.555209636688232422e+00 6.951999999999999957e+00 1.428300000000000132e-04
6.038029031442714079e+00 5.095442295074462891e+00 6.490999999999999659e+00 8.939499999999999367e-05
6.280809352821177249e+00 4.943585395812988281e+00 6.222000000000000419e+00 8.579999999999999845e-05
6.630879414597950827e+00 4.984601497650146484e+00 6.365999999999999659e+00 6.749400000000000126e-05
6.852073658843496062e+00 5.199206829071044922e+00 6.233999999999999986e+00 8.270299999999999744e-05
7.039968593581950707e+00 5.848670482635498047e+00 6.892999999999999794e+00 1.032800000000000005e-04
6.645838286220251412e+00 4.873588085174560547e+00 6.027999999999999581e+00 7.862199999999999365e-05
6.238635296240039096e+00 4.804500102996826172e+00 6.017000000000000348e+00 3.575000000000000161e-05
6.469110861480186436e+00 4.752088069915771484e+00 6.206000000000000405e+00 2.485900000000000035e-05
6.517061821051069792e+00 5.098654747009277344e+00 6.485000000000000320e+00 6.751099999999999788e-05
6.154824899816950357e+00 4.778810977935791016e+00 6.150999999999999801e+00 4.385099999999999740e-05
5.758066168208519464e+00 4.467601776123046875e+00 5.642000000000000348e+00 2.761199999999999923e-05
5.419967534400871756e+00 4.304941177368164062e+00 5.730000000000000426e+00 2.873000000000000106e-05
5.450088214030227363e+00 4.381011486053466797e+00 5.774000000000000021e+00 4.235499999999999682e-05
6.034287172157005052e+00 4.771773338317871094e+00 6.073999999999999844e+00 6.043300000000000229e-05
6.355983468017877058e+00 4.848636150360107422e+00 6.386999999999999567e+00 5.548399999999999936e-05
6.445462314833690698e+00 4.975476741790771484e+00 6.751000000000000334e+00 4.957099999999999685e-05
5.975209222967324152e+00 4.722616672515869141e+00 6.012999999999999901e+00 3.480299999999999865e-05
5.517024399774824062e+00 4.307318687438964844e+00 5.714999999999999858e+00 2.811599999999999982e-05
5.698929117491348784e+00 4.585386753082275391e+00 5.908999999999999808e+00 6.306400000000000471e-05
5.998491847115568376e+00 4.674573898315429688e+00 5.959999999999999964e+00 4.393700000000000302e-05
6.140699578938102476e+00 4.853579044342041016e+00 6.056000000000000050e+00 6.053899999999999755e-05
6.212024899836964487e+00 4.992818355560302734e+00 5.921000000000000263e+00 6.460100000000000033e-05
6.048343012760364346e+00 4.965743541717529297e+00 6.092999999999999972e+00 9.429699999999999519e-05
5.249588899044755230e+00 4.281424999237060547e+00 5.333000000000000185e+00 4.693499999999999701e-05
5.257872561526639288e+00 4.415349483489990234e+00 5.693999999999999950e+00 4.901299999999999982e-05
5.388033640964289717e+00 4.752690315246582031e+00 5.951999999999999957e+00 6.907499999999999849e-05
5.833603160316263470e+00 4.799255371093750000e+00 6.096000000000000085e+00 8.423399999999999345e-05
6.508350368374715700e+00 5.225207328796386719e+00 7.091999999999999638e+00 8.242000000000000031e-05
6.518353457886389535e+00 5.329278469085693359e+00 6.610000000000000320e+00 4.509699999999999869e-05
6.705900356628596626e+00 5.350152015686035156e+00 6.798000000000000043e+00 5.670000000000000262e-05
6.631428332758277477e+00 5.185934066772460938e+00 6.480000000000000426e+00 5.453900000000000078e-05
6.460931260538314902e+00 4.903108596801757812e+00 6.174000000000000377e+00 3.910399999999999694e-05
5.917754691368939390e+00 4.623186588287353516e+00 5.833000000000000185e+00 4.530900000000000276e-05
5.624535342523929948e+00 4.678406238555908203e+00 5.815000000000000391e+00 7.416300000000000127e-05
5.680938592075902349e+00 4.633922100067138672e+00 5.743000000000000327e+00 4.420800000000000093e-05
6.021377748253902595e+00 4.937238216400146484e+00 5.958000000000000185e+00 8.872399999999999959e-05
5.868397883267769899e+00 4.992754459381103516e+00 5.980000000000000426e+00 6.995400000000000142e-05
5.881092921960637376e+00 4.742990493774414062e+00 6.144000000000000128e+00 9.020300000000000356e-05
6.133501601723595265e+00 4.989524364471435547e+00 6.333999999999999631e+00 7.056800000000000605e-05
6.746215489472435323e+00 5.617362499237060547e+00 7.014999999999999680e+00 9.569000000000000032e-05
6.750107887169809473e+00 5.632442951202392578e+00 6.908999999999999808e+00 1.062399999999999993e-04
6.974316479345003650e+00 5.817501544952392578e+00 7.182000000000000384e+00 9.869400000000000069e-05
7.227497895351201684e+00 5.862102985382080078e+00 7.339999999999999858e+00 7.215799999999999591e-05
7.246956717175342177e+00 5.636719703674316406e+00 6.870000000000000107e+00 1.168199999999999962e-04
7.510539159511390395e+00 5.883502483367919922e+00 7.474999999999999645e+00 1.107100000000000022e-04
7.370404846072529992e+00 5.799390316009521484e+00 7.182000000000000384e+00 9.711699999999999868e-05
7.368100149044823688e+00 5.589252948760986328e+00 6.886000000000000121e+00 7.788000000000000651e-05
7.115433162890491658e+00 5.417615890502929688e+00 6.847000000000000419e+00 5.945799999999999892e-05
7.039808739302126916e+00 5.445086956024169922e+00 6.847999999999999865e+00 7.798199999999999978e-05
7.317981981888914689e+00 5.440709590911865234e+00 7.272999999999999687e+00 1.058600000000000063e-04
7.642820462992669484e+00 5.749531745910644531e+00 7.261000000000000121e+00 6.787900000000000520e-05
7.698828881457512985e+00 5.631112098693847656e+00 6.916000000000000369e+00 8.425100000000000362e-05
7.708930649015274916e+00 5.835407257080078125e+00 7.206999999999999851e+00 1.442100000000000033e-04
7.432094766992307200e+00 5.620540142059326172e+00 6.855000000000000426e+00 1.411100000000000093e-04
7.175717321809794491e+00 5.179904460906982422e+00 6.429999999999999716e+00 7.370000000000000249e-05
7.152787683337192171e+00 5.243171691894531250e+00 6.445000000000000284e+00 7.423800000000000310e-05
7.137684400587170686e+00 5.352206707000732422e+00 7.025000000000000355e+00 4.591700000000000100e-05
7.036638567443179504e+00 5.512393474578857422e+00 7.000000000000000000e+00 5.532700000000000069e-05
7.157381851080377722e+00 5.684335708618164062e+00 6.929000000000000270e+00 1.373000000000000034e-04
7.273157085204339012e+00 5.574045658111572266e+00 6.788999999999999702e+00 7.395300000000000159e-05
7.119606267221231910e+00 5.576384544372558594e+00 7.078999999999999737e+00 9.816099999999999750e-05
6.954349287043686267e+00 5.507563591003417969e+00 6.875000000000000000e+00 9.320999999999999696e-05
6.923100826872479630e+00 5.207101345062255859e+00 6.608999999999999986e+00 4.617599999999999971e-05
7.203369368236613113e+00 5.048814296722412109e+00 6.500000000000000000e+00 3.661200000000000115e-05
7.509366886325615553e+00 5.902637481689453125e+00 7.237000000000000099e+00 1.439699999999999921e-04
7.771382164989873331e+00 5.933807373046875000e+00 7.527000000000000135e+00 1.513300000000000029e-04
7.582432465322993309e+00 5.774660587310791016e+00 7.222000000000000419e+00 1.743500000000000095e-04
7.363034971827988606e+00 5.370884418487548828e+00 6.548000000000000043e+00 9.783600000000000315e-05
7.253873859275015157e+00 5.617043495178222656e+00 7.070999999999999730e+00 1.171599999999999964e-04
7.272746818845057248e+00 5.393090724945068359e+00 6.610999999999999766e+00 9.238099999999999524e-05
7.070315658215375443e+00 5.212142467498779297e+00 6.490000000000000213e+00 1.083200000000000064e-04
6.761310293665680149e+00 5.250664710998535156e+00 6.447000000000000064e+00 1.022600000000000001e-04
6.416185271495384868e+00 4.770249366760253906e+00 6.041000000000000369e+00 3.546000000000000269e-05
6.665084176282549677e+00 5.083212375640869141e+00 6.549000000000000377e+00 6.042400000000000288e-05
6.519884281559877870e+00 5.105413436889648438e+00 6.389999999999999680e+00 6.483800000000000500e-05
5.960201816049773171e+00 4.773999691009521484e+00 5.839000000000000412e+00 5.539900000000000271e-05
5.974127397951492391e+00 4.836576938629150391e+00 5.924000000000000377e+00 4.869600000000000268e-05
5.629948474219896859e+00 4.575703620910644531e+00 5.839999999999999858e+00 6.899100000000000404e-05
5.268842095966088657e+00 4.266795635223388672e+00 5.288999999999999702e+00 4.154899999999999810e-05
6.153704434796907208e+00 4.911805629730224609e+00 6.253000000000000114e+00 6.268999999999999779e-05
6.846874490816984071e+00 5.262430667877197266e+00 6.711999999999999744e+00 4.807800000000000284e-05
7.015553632943799300e+00 5.465556144714355469e+00 7.044999999999999929e+00 5.937099999999999789e-05
7.218708814968644916e+00 5.582395076751708984e+00 7.065999999999999837e+00 7.035600000000000198e-05
7.169162478874987698e+00 5.176308631896972656e+00 6.530999999999999694e+00 6.758700000000000189e-05
7.198650484674265826e+00 5.411827087402343750e+00 7.126000000000000334e+00 1.017800000000000047e-04
6.999190214545966349e+00 5.476441383361816406e+00 6.546999999999999709e+00 6.691799999999999864e-05
6.953146496362165863e+00 5.519016742706298828e+00 6.889000000000000234e+00 8.176999999999999807e-05
